st_str,st_ID#,timer,depth_cmd,depth_ft,pitch_cmd,pitch_deg,rud_deg,h_deg,bce_cmd,bce_mm,batt_cmd,batt_mm,pitchRate_degs,depthRate_fps,sys_amps,sys_volts,int_PSI
            DIVE,03, 1518467959,   2.0,   0.1, -20.0,   2.3,   0.0, -62.4,  79.4, 158.4,  49.1,  29.6,  -0.0,  -0.2, 0.034, 26.30,  14.5                          
            DIVE,03, 1518467960,   2.0,   0.1, -20.0,   2.1,   0.0, -63.8,  79.8, 149.9,  49.0,  31.0,  -0.1,  -0.4, 0.032, 26.70,  14.4                          
            DIVE,03, 1518467961,   2.0,   0.1, -20.0,   2.1,   0.0, -67.6,  80.7, 137.8,  49.1,  33.2,   0.1,  -0.4, 0.028, 26.71,  14.5                          
            DIVE,03, 1518467962,   2.0,   0.1, -20.0,   2.1,   0.0, -73.0,  80.0, 127.1,  49.1,  36.5,   0.1,   0.2, 0.024, 26.63,  14.4                          
            DIVE,03, 1518467963,   2.0,   0.1, -20.0,   2.1,   0.0, -79.3,  79.4, 114.8,  49.1,  39.0,   0.1,   0.2, 0.023, 26.75,  14.4                          
            DIVE,03, 1518467964,   2.0,   0.1, -20.0,   2.1,   0.0, -85.7,  80.5, 104.1,  49.1,  42.0,  -0.0,   0.3, 0.029, 26.76,  14.4                          
            DIVE,03, 1518467965,   2.0,   0.1, -20.0,   2.1,   0.0, -91.7,  79.5,  96.8,  49.0,  44.3,  -0.1,   0.1, 0.021, 26.67,  14.4                          
            DIVE,03, 1518467966,   2.0,   0.1, -20.0,   2.1,   0.0, -97.3,  79.1,  89.9,  49.0,  46.4,  -0.1,   0.6, 0.029, 26.74,  14.3                          
            DIVE,03, 1518467967,   2.0,  -0.0, -20.0,   2.1,   0.0,-101.3,  78.0,  87.5,  49.0,  49.3,  -0.1,   0.5, 0.026, 26.75,  14.5                          
            DIVE,03, 1518467968,   2.0,   0.0, -20.0,   2.1,   0.0,-103.9,  78.2,  85.5,  49.1,  49.3,   0.0,  -0.2, 0.025, 26.83,  14.5                          
            DIVE,03, 1518467969,   2.0,   0.0, -20.0,   2.1,   0.0,-106.3,  78.9,  82.6,  49.1,  49.2,   0.0,  -0.2, 0.036, 26.59,  14.4                          
            DIVE,03, 1518467970,   2.0,   0.1, -20.0,   2.1,   0.0,-107.9,  79.4,  81.1,  49.1,  49.2,   0.0,  -0.2, 0.029, 26.78,  14.4                          
            DIVE,03, 1518467971,   2.0,   0.2, -20.0,   2.1,   0.0,-109.1,  81.5,  80.5,  49.1,  49.3,  -0.0,  -0.0, 0.024, 26.75,  14.5                          
            DIVE,03, 1518467972,   2.0,   0.1, -20.0,   2.1,   0.0,-110.1,  80.2,  80.8,  49.1,  49.2,   0.0,   0.1, 0.024, 26.56,  14.4                          
            DIVE,03, 1518467973,   2.0,   0.1, -20.0,   2.2,   0.0,-110.3,  80.6,  80.4,  49.1,  48.9,   0.0,   0.1, 0.027, 26.69,  14.5                          
            DIVE,03, 1518467974,   2.0,   0.1, -20.0,   2.1,   0.0,-110.4,  80.0,  80.8,  49.1,  49.2,  -0.0,   0.0, 0.026, 26.81,  14.4                          
            DIVE,03, 1518467975,   2.0,   0.1, -20.0,   2.1,   0.0,-110.7,  80.5,  80.6,  49.1,  48.9,  -0.0,   0.2, 0.024, 26.77,  14.5                          
            DIVE,03, 1518467976,   2.0,   0.1, -20.0,   2.1,   0.0,-111.1,  80.1,  80.7,  49.1,  49.6,  -0.0,  -0.4, 0.027, 26.79,  14.4                          
            DIVE,03, 1518467977,   2.0,   0.0, -20.0,   2.2,   0.0,-110.5,  78.5,  80.5,  49.1,  48.8,   0.0,  -0.2, 0.028, 26.79,  14.4                          
            DIVE,03, 1518467978,   2.0,   0.1, -20.0,   2.2,   0.0,-110.8,  80.8,  79.9,  49.1,  48.8,   0.0,   0.1, 0.025, 26.83,  14.5                          
 FLOAT_BROADCAST,08, 1518467979,  -1.0,   0.1,  20.0,   2.2,   0.0,-111.0, 320.0,  80.7,  73.0,  48.7,  -0.0,   0.1, 0.031, 26.75,  14.4                          
 FLOAT_BROADCAST,08, 1518467980,  -1.0,   0.1,  20.0,   2.2,   0.0,-111.5, 320.0,  87.4,  73.0,  51.1,   0.0,   0.3, 0.025, 26.78,  14.4                          
 FLOAT_BROADCAST,08, 1518467981,  -1.0,   0.1,  20.0,   2.2,   0.0,-110.6, 320.0, 100.2,  73.0,  53.5,  -0.1,  -0.1, 0.027, 26.80,  14.5                          
 FLOAT_BROADCAST,08, 1518467982,  -1.0,   0.1,  20.0,   2.2,   0.0,-108.5, 320.0, 109.9,  73.0,  56.3,  -0.2,   0.1, 0.026, 26.76,  14.5                          
 FLOAT_BROADCAST,08, 1518467983,  -1.0,   0.1,  20.0,   2.2,   0.0,-105.2, 320.0, 122.5,  73.0,  59.8,  -0.1,   0.1, 0.025, 26.87,  14.5                          
 FLOAT_BROADCAST,08, 1518467984,  -1.0,   0.1,  20.0,   2.2,   0.0,-100.5, 320.0, 134.7,  73.0,  62.1,   0.1,   0.2, 0.035, 26.78,  14.5                          
 FLOAT_BROADCAST,08, 1518467985,  -1.0,   0.1,  20.0,   2.3,   0.0, -94.1, 320.0, 146.5,  73.0,  64.0,   0.2,   0.1, 0.030, 26.91,  14.4                          
 FLOAT_BROADCAST,08, 1518467986,  -1.0,   0.2,  20.0,   2.3,   0.0, -86.4, 320.0, 157.7,  73.0,  67.2,   0.2,   0.1, 0.024, 26.70,  14.5                          
 FLOAT_BROADCAST,08, 1518467987,  -1.0,   0.1,  20.0,   2.3,   0.0, -77.6, 320.0, 167.5,  73.0,  69.4,   0.1,   0.1, 0.026, 26.70,  14.4                          
 FLOAT_BROADCAST,08, 1518467988,  -1.0,   0.1,  20.0,   2.3,   0.0, -68.6, 320.0, 181.9,  73.0,  72.6,   0.1,  -0.1, 0.025, 26.66,  14.4                          
 FLOAT_BROADCAST,08, 1518467989,  -1.0,   0.1,  20.0,   2.3,   0.0, -59.8, 320.0, 194.1,  73.0,  73.3,   0.0,   0.4, 0.026, 26.73,  14.5                          
 FLOAT_BROADCAST,08, 1518467990,  -1.0,   0.1,  20.0,   2.3,   0.0, -52.5, 320.0, 203.7,  73.0,  73.1,   0.0,  -0.8, 0.026, 26.71,  14.5                          
 FLOAT_BROADCAST,08, 1518467991,  -1.0,  -0.0,  20.0,   2.3,   0.0, -46.2, 320.0, 215.0,  73.0,  73.4,  -0.0,   0.5, 0.022, 26.71,  14.4                          
 FLOAT_BROADCAST,08, 1518467992,  -1.0,   0.1,  20.0,   2.3,   0.0, -41.9, 320.0, 227.3,  73.0,  72.8,   0.0,  -0.7, 0.032, 26.77,  14.4                          
 FLOAT_BROADCAST,08, 1518467993,  -1.0,   0.1,  20.0,   2.3,   0.0, -38.7, 320.0, 240.5,  73.0,  73.3,   0.0,  -0.0, 0.027, 26.70,  14.4                          
 FLOAT_BROADCAST,08, 1518467994,  -1.0,   0.1,  20.0,   2.3,   0.0, -36.4, 320.0, 253.5,  73.0,  73.2,  -0.0,  -0.1, 0.029, 26.75,  14.4                          
 FLOAT_BROADCAST,08, 1518467995,  -1.0,   0.1,  20.0,   2.3,   0.0, -34.8, 320.0, 261.5,  73.0,  73.2,  -0.0,   0.1, 0.027, 26.75,  14.4                          
 FLOAT_BROADCAST,08, 1518467996,  -1.0,   0.0,  20.0,   2.3,   0.0, -33.7, 320.0, 274.2,  73.0,  73.1,   0.0,   0.0, 0.026, 26.72,  14.4                          
 FLOAT_BROADCAST,08, 1518467997,  -1.0,   0.1,  20.0,   2.3,   0.0, -33.1, 320.0, 288.2,  73.0,  73.1,  -0.0,  -0.0, 0.029, 26.71,  14.5                          
 FLOAT_BROADCAST,08, 1518467998,  -1.0,   0.1,  20.0,   2.3,   0.0, -32.8, 320.0, 298.4,  73.0,  73.2,  -0.0,  -0.1, 0.027, 26.76,  14.5                          
        SIT_IDLE,00, 1518468000,  -1.0,   0.1,  20.0,   2.3,   0.0, -32.6, 320.0, 306.1,  73.0,  73.3,  -0.0,  -0.9, 0.042, 26.80,  14.4                          
 FLOAT_BROADCAST,08, 1518468003,  -1.0,  -0.1,  20.0,   2.3,   0.0, -33.0, 320.0, 313.0,  73.0,  73.5,   0.3,  -0.2, 0.038, 26.69,  14.5                          
 FLOAT_BROADCAST,08, 1518468004,  -1.0,   0.0,  20.0,   2.4,   0.0, -32.6, 320.0, 315.5,  73.0,  73.3,   0.0,  -0.1, 0.029, 26.71,  14.4                          
 FLOAT_BROADCAST,08, 1518468005,  -1.0,  -0.1,  20.0,   2.4,   0.0, -32.3, 320.0, 317.4,  73.0,  73.3,   0.0,   0.1, 0.028, 26.78,  14.5                          
 FLOAT_BROADCAST,08, 1518468006,  -1.0,  -0.0,  20.0,   2.4,   0.0, -32.0, 320.0, 317.8,  73.0,  73.3,   0.0,   0.1, 0.024, 26.69,  14.4                          
 FLOAT_BROADCAST,08, 1518468007,  -1.0,  -0.1,  20.0,   2.4,   0.0, -31.8, 320.0, 317.9,  73.0,  73.1,   0.0,  -0.4, 0.035, 26.77,  14.4                          
 FLOAT_BROADCAST,08, 1518468008,  -1.0,  -0.0,  20.0,   2.4,   0.0, -31.6, 320.0, 318.6,  73.0,  73.3,   0.0,  -0.4, 0.031, 26.64,  14.4                          
        SIT_IDLE,00, 1518468009,  -1.0,   0.0,  20.0,   2.4,   0.0, -31.6, 320.0, 318.6,  73.0,  72.9,   0.0,   0.5, 0.022, 26.75,  14.4                          
            DIVE,03, 1518468911,   2.0,   0.2, -20.0,  -2.1,   0.0, -30.7,  81.8, 317.3,  47.0,  71.8,  -0.0,  -0.5, 0.026, 26.55,   3.1                          
            DIVE,03, 1518468912,   2.0,   0.2, -20.0,  -2.1,   0.0, -31.4,  81.4, 303.7,  46.9,  69.4,  -0.0,  -0.6, 0.025, 26.77,   3.2                          
            DIVE,03, 1518468913,   2.0,   0.1, -20.0,  -2.1,   0.0, -31.8,  80.4, 290.4,  47.0,  67.2,  -0.0,   0.4, 0.030, 26.68,   3.2                          
            DIVE,03, 1518468914,   2.0,   0.1, -20.0,  -2.1,   0.0, -31.9,  79.4, 277.7,  46.9,  63.4,  -0.0,  -0.2, 0.025, 26.62,   3.2                          
            DIVE,03, 1518468915,   2.0,   0.2, -20.0,  -2.1,   0.0, -31.9,  82.6, 263.9,  46.9,  61.4,   0.0,  -0.4, 0.025, 26.79,   3.2                          
            DIVE,03, 1518468916,   2.0,   0.2, -20.0,  -2.1,   0.0, -31.7,  81.4, 256.2,  46.9,  59.4,  -0.0,   0.0, 0.029, 26.70,   3.3                          
            DIVE,03, 1518468917,   2.0,   0.1, -20.0,  -2.1,   0.0, -31.6,  79.2, 241.9,  46.9,  55.8,   0.0,   0.4, 0.025, 26.59,   3.2                          
            DIVE,03, 1518468918,   2.0,   0.1, -20.0,  -2.1,   0.0, -31.6,  79.8, 229.0,  47.0,  53.3,   0.0,   0.4, 0.026, 26.62,   3.3                          
            DIVE,03, 1518468919,   2.0,   0.2, -20.0,  -2.1,   0.0, -31.8,  82.0, 219.9,  46.9,  50.9,  -0.0,   0.4, 0.025, 26.62,   3.2                          
            DIVE,03, 1518468920,   2.0,   0.2, -20.0,  -2.1,   0.0, -32.3,  81.1, 208.8,  46.9,  47.1,  -0.0,   0.5, 0.027, 26.64,   3.3                          
            DIVE,03, 1518468921,   2.0,   0.2, -20.0,  -2.1,   0.0, -33.4,  82.0, 196.6,  46.9,  47.4,  -0.0,  -0.4, 0.033, 26.64,   3.2                          
            DIVE,03, 1518468922,   2.0,   0.2, -20.0,  -2.1,   0.0, -35.0,  81.2, 184.0,  46.9,  47.0,  -0.0,  -0.6, 0.022, 26.69,   3.3                          
            DIVE,03, 1518468923,   2.0,   0.2, -20.0,  -2.1,   0.0, -37.0,  81.2, 172.9,  46.9,  47.2,  -0.0,  -0.5, 0.027, 26.79,   3.3                          
            DIVE,03, 1518468924,   2.0,   0.1, -20.0,  -2.1,   0.0, -39.9,  80.5, 162.7,  46.9,  47.1,  -0.0,   0.5, 0.026, 26.73,   3.3                          
            DIVE,03, 1518468925,   2.0,   0.1, -20.0,  -2.1,   0.0, -43.4,  80.6, 150.1,  46.9,  47.0,   0.0,  -0.4, 0.028, 26.60,   3.3                          
            DIVE,03, 1518468926,   2.0,   0.1, -20.0,  -2.1,   0.0, -47.7,  80.5, 137.7,  46.9,  47.2,   0.0,  -0.2, 0.027, 26.59,   3.4                          
            DIVE,03, 1518468927,   2.0,   0.2, -20.0,  -2.1,   0.0, -53.3,  81.8, 127.1,  46.9,  47.1,  -0.0,  -0.0, 0.024, 26.63,   3.4                          
            DIVE,03, 1518468928,   2.0,   0.1, -20.0,  -2.1,   0.0, -58.8,  80.6, 115.1,  46.9,  47.4,   0.0,   0.2, 0.024, 26.69,   3.4                          
            DIVE,03, 1518468929,   2.0,   0.2, -20.0,  -2.1,   0.0, -64.4,  81.3, 104.0,  46.9,  47.1,  -0.0,  -0.4, 0.024, 26.64,   3.4                          
            DIVE,03, 1518468930,   2.0,   0.1, -20.0,  -2.1,   0.0, -69.9,  79.5,  96.9,  46.9,  47.1,   0.0,  -0.1, 0.026, 26.63,   3.4                          
 FLOAT_BROADCAST,08, 1518468931,  -1.0,   0.2,  20.0,  -2.1,   0.0, -75.0, 320.0,  94.0,  73.0,  47.2,   0.0,  -0.4, 0.026, 26.74,   3.3                          
 FLOAT_BROADCAST,08, 1518468932,  -1.0,   0.2,  20.0,  -2.1,   0.0, -78.9, 320.0, 102.9,  73.0,  50.2,   0.0,  -0.2, 0.027, 26.57,   3.3                          
 FLOAT_BROADCAST,08, 1518468933,  -1.0,   0.2,  20.0,  -2.1,   0.0, -80.5, 320.0, 113.5,  73.0,  53.1,   0.0,   0.0, 0.036, 26.70,   3.4                          
 FLOAT_BROADCAST,08, 1518468934,  -1.0,   0.2,  20.0,  -2.1,   0.0, -80.0, 320.0, 125.0,  73.0,  55.4,  -0.0,  -0.5, 0.029, 26.72,   3.4                          
 FLOAT_BROADCAST,08, 1518468935,  -1.0,   0.2,  20.0,  -2.1,   0.0, -77.6, 320.0, 135.8,  73.0,  58.4,  -0.0,   0.1, 0.036, 26.66,   3.3                          
 FLOAT_BROADCAST,08, 1518468936,  -1.0,   0.2,  20.0,  -2.1,   0.0, -73.5, 320.0, 147.5,  73.0,  61.2,   0.0,  -0.3, 0.035, 26.68,   3.4                          
 FLOAT_BROADCAST,08, 1518468937,  -1.0,   0.1,  20.0,  -2.1,   0.0, -68.4, 320.0, 160.4,  73.0,  63.1,   0.0,   0.7, 0.029, 26.70,   3.4                          
 FLOAT_BROADCAST,08, 1518468938,  -1.0,   0.1,  20.0,  -2.1,   0.0, -62.3, 320.0, 168.4,  73.0,  66.4,   0.0,   0.1, 0.029, 26.61,   3.3                          
 FLOAT_BROADCAST,08, 1518468939,  -1.0,   0.1,  20.0,  -2.1,   0.0, -56.3, 320.0, 180.2,  73.0,  68.8,   0.0,  -0.1, 0.027, 26.60,   3.3                          
 FLOAT_BROADCAST,08, 1518468940,  -1.0,   0.2,  20.0,  -2.1,   0.0, -50.3, 320.0, 193.1,  73.0,  71.5,  -0.0,  -0.4, 0.024, 26.71,   3.3                          
 FLOAT_BROADCAST,08, 1518468941,  -1.0,   0.0,  20.0,  -2.1,   0.0, -45.5, 320.0, 203.7,  73.0,  73.1,   0.0,  -0.1, 0.025, 26.64,   3.3                          
 FLOAT_BROADCAST,08, 1518468942,  -1.0,   0.1,  20.0,  -2.1,   0.0, -41.7, 320.0, 213.7,  73.0,  73.3,  -0.0,  -0.2, 0.036, 26.65,   3.2                          
 FLOAT_BROADCAST,08, 1518468943,  -1.0,   0.1,  20.0,  -2.1,   0.0, -38.7, 320.0, 225.9,  73.0,  73.2,  -0.0,   0.7, 0.031, 26.58,   3.3                          
 FLOAT_BROADCAST,08, 1518468944,  -1.0,   0.1,  20.0,  -2.1,   0.0, -36.5, 320.0, 238.3,  73.0,  73.1,   0.0,  -0.0, 0.024, 26.76,   3.3                          
 FLOAT_BROADCAST,08, 1518468945,  -1.0,   0.1,  20.0,  -2.1,   0.0, -34.9, 320.0, 249.5,  73.0,  73.3,  -0.0,   0.1, 0.026, 26.68,   3.2                          
 FLOAT_BROADCAST,08, 1518468946,  -1.0,   0.2,  20.0,  -2.1,   0.0, -33.8, 320.0, 260.1,  73.0,  72.9,   0.0,   0.0, 0.029, 26.70,   3.2                          
 FLOAT_BROADCAST,08, 1518468947,  -1.0,   0.1,  20.0,  -2.1,   0.0, -33.0, 320.0, 269.9,  73.0,  73.1,  -0.0,   0.3, 0.030, 26.62,   3.2                          
 FLOAT_BROADCAST,08, 1518468948,  -1.0,   0.1,  20.0,  -2.1,   0.0, -32.6, 320.0, 285.6,  73.0,  72.8,   0.0,  -0.2, 0.028, 26.69,   3.2                          
 FLOAT_BROADCAST,08, 1518468949,  -1.0,   0.1,  20.0,  -2.1,   0.0, -32.3, 320.0, 291.9,  73.0,  73.3,  -0.0,   0.3, 0.032, 26.65,   3.3                          
 FLOAT_BROADCAST,08, 1518468950,  -1.0,   0.2,  20.0,  -2.1,   0.0, -32.4, 320.0, 303.9,  73.0,  72.8,  -0.0,   0.1, 0.028, 26.72,   3.2                          
        SIT_IDLE,00, 1518468951,  -1.0,  -0.0,  20.0,  -2.1,   0.0, -32.5, 320.0, 309.8,  73.0,  73.3,  -0.0,  -0.1, 0.022, 26.64,   3.2                          
            DIVE,03, 1518469586,   2.0,   0.1, -20.0,  -1.2,   0.0, -10.5,  80.5, 306.1,  47.4,  72.8,   0.1,  -0.6, 0.038, 26.59,   3.4                          
            DIVE,03, 1518469587,   2.0,   0.0, -20.0,  -1.2,   0.0, -10.2,  78.8, 293.4,  47.4,  69.6,   0.0,  -0.0, 0.026, 26.70,   3.4                          
            DIVE,03, 1518469588,   2.0,   0.0, -20.0,  -1.1,   0.0,  -9.9,  78.6, 286.0,  47.5,  67.9,   0.1,   0.2, 0.029, 26.61,   3.5                          
            DIVE,03, 1518469589,   2.0,   0.0, -20.0,  -1.0,   0.0,  -9.5,  78.5, 268.7,  47.6,  64.0,   0.2,   0.1, 0.027, 26.64,   3.5                          
            DIVE,03, 1518469590,   2.0,   0.1, -20.0,  -0.7,   0.0,  -9.1,  79.2, 258.9,  47.7,  62.0,   0.3,   0.2, 0.028, 26.64,   3.5                          
            DIVE,03, 1518469591,   2.0,   0.1, -20.0,  -0.5,   0.0,  -8.7,  79.4, 247.7,  47.8,  59.3,   0.2,  -0.1, 0.027, 26.64,   3.4                          
            DIVE,03, 1518469592,   2.0,  -0.0, -20.0,  -0.3,   0.0,  -8.4,  78.0, 235.1,  47.9,  56.4,   0.2,   0.3, 0.035, 26.69,   3.5                          
            DIVE,03, 1518469593,   2.0,   0.0, -20.0,  -0.1,   0.0,  -8.1,  78.5, 225.4,  48.0,  53.5,   0.3,   0.4, 0.039, 26.70,   3.4                          
            DIVE,03, 1518469594,   2.0,  -0.0, -20.0,   0.2,   0.0,  -7.8,  77.9, 212.2,  48.2,  51.0,   0.2,   0.2, 0.026, 26.68,   3.4                          
            DIVE,03, 1518469595,   2.0,  -0.0, -20.0,   0.4,   0.0,  -7.6,  77.1, 201.3,  48.2,  47.9,   0.1,   0.6, 0.032, 26.69,   3.5                          
            DIVE,03, 1518469596,   2.0,   0.1, -20.0,   0.5,   0.0,  -7.4,  80.0, 189.9,  48.2,  47.6,  -0.1,   0.1, 0.025, 26.65,   3.5                          
            DIVE,03, 1518469597,   2.0,   0.0, -20.0,   0.3,   0.0,  -7.5,  78.2, 178.7,  48.1,  48.3,  -0.2,   0.2, 0.030, 26.69,   3.5                          
            DIVE,03, 1518469598,   2.0,   0.1, -20.0,   0.1,   0.0,  -7.9,  79.6, 165.6,  48.0,  48.0,  -0.2,  -0.1, 0.024, 26.62,   3.6                          
            DIVE,03, 1518469599,   2.0,   0.1, -20.0,  -0.0,   0.0,  -8.3,  79.3, 153.4,  48.0,  48.2,  -0.1,   0.0, 0.024, 26.70,   3.6                          
            DIVE,03, 1518469600,   2.0,   0.0, -20.0,  -0.1,   0.0,  -8.8,  78.9, 142.0,  47.9,  48.0,  -0.1,   0.4, 0.025, 26.58,   3.5                          
            DIVE,03, 1518469601,   2.0,   0.1, -20.0,  -0.4,   0.0,  -9.5,  79.2, 132.0,  47.7,  48.2,  -0.3,  -0.3, 0.025, 26.73,   3.6                          
            DIVE,03, 1518469602,   2.0,   0.1, -20.0,  -0.8,   0.0,  -9.9,  79.3, 118.7,  47.4,  48.0,  -0.6,   0.4, 0.024, 26.60,   3.7                          
            DIVE,03, 1518469603,   2.0,   0.0, -20.0,  -1.5,   0.0, -10.2,  78.8, 106.2,  47.0,  48.0,  -0.8,  -0.4, 0.029, 26.58,   3.6                          
            DIVE,03, 1518469604,   2.0,   0.1, -20.0,  -2.4,   0.0, -10.6,  79.2, 100.0,  46.6,  47.1,  -0.9,  -0.2, 0.028, 26.70,   3.6                          
            DIVE,03, 1518469605,   2.0,   0.1, -20.0,  -3.3,   0.0, -10.9,  79.9,  92.1,  46.1,  46.6,  -1.1,  -0.0, 0.029, 26.68,   3.6                          
            DIVE,03, 1518469606,   2.0,   0.1, -20.0,  -4.6,   0.0, -11.0,  80.2,  87.9,  45.3,  46.0,  -1.5,   0.2, 0.024, 26.67,   3.6                          
            DIVE,03, 1518469607,   2.0,   0.3, -20.0,  -6.2,   0.0, -10.9,  83.5,  86.3,  44.5,  45.5,  -1.5,  -0.8, 0.025, 26.60,   3.7                          
            DIVE,03, 1518469608,   2.0,   0.1, -20.0,  -7.6,   0.0, -10.5,  80.5,  85.7,  43.9,  44.6,  -1.2,   0.7, 0.024, 26.54,   3.7                          
            DIVE,03, 1518469609,   2.0,   0.2, -20.0,  -8.7,   0.0, -10.3,  82.0,  84.7,  43.4,  44.0,  -0.9,  -0.1, 0.026, 26.61,   3.6                          
            DIVE,03, 1518469610,   2.0,   0.4, -20.0,  -9.5,   0.0,  -9.8,  85.4,  83.6,  43.1,  43.6,  -0.7,   0.2, 0.026, 26.71,   3.6                          
            DIVE,03, 1518469611,   2.0,   0.5, -20.0, -10.1,   0.0,  -9.3,  87.8,  84.4,  42.8,  43.1,  -0.6,  -0.5, 0.024, 26.73,   3.6                          
            DIVE,03, 1518469612,   2.0,   0.4, -20.0, -10.6,   0.0,  -8.9,  86.9,  84.7,  42.6,  43.1,  -0.4,   0.4, 0.026, 26.72,   3.6                          
            DIVE,03, 1518469613,   2.0,   0.6, -20.0, -11.0,   0.0,  -8.6,  89.5,  85.1,  42.4,  42.9,  -0.4,  -0.3, 0.026, 26.66,   3.7                          
            DIVE,03, 1518469614,   2.0,   0.7, -20.0, -11.4,   0.0,  -8.2,  91.7,  86.7,  42.2,  42.5,  -0.4,  -0.3, 0.029, 26.64,   3.7                          
            DIVE,03, 1518469615,   2.0,   0.7, -20.0, -11.8,   0.0,  -8.0,  92.6,  87.4,  42.0,  42.5,  -0.5,  -0.1, 0.031, 26.69,   3.6                          
            DIVE,03, 1518469616,   2.0,   0.9, -20.0, -12.4,   0.0,  -7.9,  96.2,  88.0,  41.6,  42.1,  -0.7,   0.5, 0.027, 26.75,   3.7                          
            DIVE,03, 1518469617,   2.0,   0.9, -20.0, -13.1,   0.0,  -7.9,  96.7,  89.7,  41.3,  41.6,  -0.7,  -0.3, 0.023, 26.62,   3.7                          
            DIVE,03, 1518469618,   2.0,   1.0, -20.0, -13.8,   0.0,  -7.9,  97.5,  93.1,  40.9,  41.6,  -0.7,  -0.5, 0.027, 26.71,   3.6                          
            DIVE,03, 1518469619,   2.0,   1.0, -20.0, -14.5,   0.0,  -8.3,  97.4,  94.9,  40.6,  40.8,  -0.7,  -0.2, 0.033, 26.61,   3.7                          
            DIVE,03, 1518469620,   2.0,   1.2, -20.0, -15.2,   0.0,  -8.5, 118.0,  95.9,  40.3,  40.4,  -0.6,  -0.2, 0.026, 26.76,   3.7                          
            DIVE,03, 1518469621,   2.0,   1.2, -20.0, -15.7,   0.0,  -8.4, 118.0, 102.2,  40.0,  40.7,  -0.5,  -0.6, 0.028, 26.71,   3.5                          
            DIVE,03, 1518469622,   2.0,   1.0, -20.0, -16.2,   0.0,  -8.4, 118.0, 104.7,  39.8,  40.1,  -0.3,   0.5, 0.028, 26.52,   3.6                          
            DIVE,03, 1518469623,   2.0,   1.1, -20.0, -16.3,   0.0,  -8.2, 118.0, 109.2,  39.9,  40.1,   0.0,  -0.1, 0.030, 26.59,   3.6                          
            DIVE,03, 1518469624,   2.0,   1.3, -20.0, -16.1,   0.0,  -8.3, 118.0, 111.3,  40.0,  40.2,   0.4,  -0.0, 0.031, 26.69,   3.5                          
            DIVE,03, 1518469625,   2.0,   0.9, -20.0, -15.6,   0.0,  -8.3,  97.0, 113.2,  40.4,  40.2,   0.7,   0.6, 0.037, 26.59,   3.6                          
            DIVE,03, 1518469626,   2.0,   1.0, -20.0, -14.8,   0.0,  -8.4, 118.0, 112.4,  40.9,  40.1,   1.0,  -1.9, 0.029, 26.45,   3.6                          
            DIVE,03, 1518469627,   2.0,   1.0, -20.0, -13.7,   0.0,  -9.0, 118.0, 109.5,  41.5,  40.9,   1.2,   0.3, 0.026, 26.71,   3.6                          
            DIVE,03, 1518469628,   2.0,   1.0, -20.0, -12.4,   0.0,  -9.5, 118.0, 110.4,  42.1,  41.8,   1.3,   0.4, 0.025, 26.66,   3.6                          
            DIVE,03, 1518469629,   2.0,   1.0, -20.0, -11.2,   0.0,  -9.8,  97.1, 112.1,  42.7,  42.0,   1.2,  -0.3, 0.027, 26.71,   3.6                          
            DIVE,03, 1518469630,   2.0,   0.8, -20.0, -10.0,   0.0, -10.2,  93.9, 107.1,  43.2,  42.5,   0.9,  -0.3, 0.025, 26.58,   3.6                          
            DIVE,03, 1518469631,   2.0,   0.8, -20.0,  -9.2,   0.0, -10.8,  94.5, 103.9,  43.5,  43.0,   0.5,   0.3, 0.025, 26.65,   3.6                          
            DIVE,03, 1518469632,   2.0,   0.8, -20.0,  -8.9,   0.0, -11.4,  94.6, 101.9,  43.6,  43.2,   0.2,  -0.0, 0.026, 26.63,   3.5                          
            DIVE,03, 1518469633,   2.0,   0.7, -20.0,  -8.8,   0.0, -12.2,  92.1,  99.6,  43.6,  43.3,  -0.1,   0.0, 0.032, 26.50,   3.6                          
            DIVE,03, 1518469634,   2.0,   0.8, -20.0,  -9.0,   0.0, -12.9,  93.4,  96.7,  43.5,  43.3,  -0.2,  -1.1, 0.028, 26.62,   3.6                          
            DIVE,03, 1518469635,   2.0,   0.7, -20.0,  -9.1,   0.0, -13.4,  92.2,  95.3,  43.4,  43.5,  -0.2,  -0.7, 0.028, 26.61,   3.6                          
            DIVE,03, 1518469636,   2.0,   0.6, -20.0,  -9.3,   0.0, -13.9,  89.5,  94.5,  43.3,  43.3,  -0.1,  -0.3, 0.026, 26.70,   3.6                          
            DIVE,03, 1518469637,   2.0,   0.5, -20.0,  -9.3,   0.0, -14.2,  89.0,  92.8,  43.3,  43.2,   0.0,   1.0, 0.028, 26.62,   3.7                          
            DIVE,03, 1518469638,   2.0,   0.5, -20.0,  -9.3,   0.0, -14.5,  88.7,  90.7,  43.4,  43.3,   0.1,   0.1, 0.027, 26.58,   3.6                          
            DIVE,03, 1518469639,   2.0,   0.5, -20.0,  -9.1,   0.0, -14.9,  88.4,  89.9,  43.5,  43.2,   0.2,   0.0, 0.030, 26.64,   3.7                          
            DIVE,03, 1518469640,   2.0,   0.7, -20.0,  -8.9,   0.0, -14.7,  91.6,  89.7,  43.6,  43.2,   0.2,   0.2, 0.024, 26.70,   3.7                          
